NUM-002	Numeric literal out of range for declared type	The literal does not fit in the declared type — e.g. 256u8 overflows u8.	Numeric literal exceeds the declared type's range — e.g. 256u8, -1u32, 4_000_000_000i32. Use a wider type or change the literal.	
NUM-003	Cast loses precision (warning)	An `as` cast may truncate or round. The warning is informational; promote to error with #![deny(precision_loss)].	Casting f64 to i32, i64 to i8 etc. may lose precision or wrap. The warning surfaces the risk; if intentional, suppress with #[allow(precision_loss)] on the call site.	
NUM-004	f8/f16/bf16 op without hardware support	The current target lacks hardware support for the requested low-precision float (f8e4m3 / f8e5m2 / f16 / bf16); the operation is emulated in software and may be slow.	RFC-0015 §3.4 — f8e4m3 / f8e5m2 (NVIDIA Hopper formats), f16 (IEEE half), and bf16 (Brain float) need hardware support to be fast. Without it the operation is emulated via f32 conversion in the runtime. The warning is informational; suppress with #[allow(no_hw_lp_float)] or move the kernel to a target that has the instruction set.	
NUM-005	usize/isize mixed with explicit-width type	usize and isize are platform-pointer-width and incompatible with explicit i64 / u64 etc. without cast.	usize/isize represent platform-pointer-width values used for indices and pointer arithmetic. Mixing with explicit i64/u64 risks portability bugs across 32-/64-bit targets.	
NUM-006	Signed/unsigned arithmetic without explicit cast	Signed and unsigned of the same width are distinct types. Cast one explicitly: `(u32_val as i32) + i32_val`. Reason: silent sign-coercion is a recurring bug source in C/C++.	Signed and unsigned types of the same width are distinct. Cast explicitly to make the conversion intent visible at the call site. Storage is i64-uniform under the hood, but the type system enforces sign-discipline.	
NUM-007	Float→int cast saturates to type bounds	Float→int cast saturates to the target's max/min when the value is out of range (matches Rust). Use `.try_as_i32()` if you want a Result-typed conversion that surfaces overflow.	Float→int cast in Rust semantics saturates (3e9 as i32 = i32::MAX, NaN as i32 = 0). Catches the silent-truncation bug class C inherits from its float→int rules.	
NUM-008	Shift amount equals or exceeds operand width (UB-prone)	Shift amount must be < operand width. `let x: u8 = 1; let y = x << 8;` is UB in C, returns 0 in some Rust modes, traps in others. Nucleor matches Rust 'wrapping shift' semantics in release; debug builds trap.	Shifting by >= the operand width is UB in C and panics in Rust debug mode. Nucleor matches Rust's release-mode wrapping shift; debug-mode trap will land with #[overflow(trap)] phase 7.2.	
NUM-009	@const_fn body contains an effectful operation	A function annotated `@const_fn` contains an effectful operation (I/O, allocation, panic-capable expression, or ambient capability). const-fns must be pure so they can be evaluated at compile time. Either remove the @const_fn annotation, or move the effectful work to a separate normal fn. Audit R09-D4 (NUM-G9) v0.8.293 — pre-v0.8.293 @const_fn was silently ignored; post-v0.8.293 it's enforced fail-closed.	C/C++ has no compile-time-evaluation contract; Rust's `const fn` enforces purity at the type-checker level. Nucleor's @const_fn now matches Rust: if the body could run effects at runtime, it can't be evaluated at compile time, so it's rejected. Phase 2 will actually evaluate and fold pure const_fn bodies.	
PERF-1	Invalid --tier value (router-level)	Router-level: --tier <X> got a value other than 0/1/2. Phase 2 wires --tier through to clang -O level + cache key + artifact metadata.	Tier validation lives at the router (powershell wrapper) so the compiler is never invoked with a malformed --tier; Phase 2 wires the value through. This matches Rust's split between `cargo` and `rustc` flag validation.	
PERF-2	@hot function contains a perf-violation (alloc / I/O)	A function annotated `@hot` contains a perf-violation: heap allocation (Vec::new / Box::new) or I/O (print / println / panic). Hot paths should be alloc-free and I/O-free; either suppress with #[allow_fn(PERF-2)] when intentional, or move the work out of the @hot body. Audit R10-D2 v0.8.297 — pre-v0.8.297 @hot was discovery-only; post-v0.8.297 violations emit a warning.	C++ has no `@hot` annotation; profile-guided optimization is the closest analogue. Rust's `#[inline(always)]` is a hint, not a contract. Nucleor's @hot is checker-enforced (Phase 1 warning, Phase 2 will promote some violations to error).	
PERF-3	Heap allocation inside a while/loop block (HeapInLoop)	A function body contains a Vec::new() or Box::new() call inside a `while` or `loop {}` block. Per-iteration heap allocation is the dominant perf bug class for adopters who compose with std collections. Move the alloc outside the loop (`let mut v = Vec::with_capacity(n);` then push inside), or use a stack buffer, or `#[allow_fn(PERF-3)]` when intentional. Audit R10-D2 v0.8.298.	Rust's clippy has the `needless_collect` lint and similar; this PERF-3 is the simpler ancestor — just don't allocate per iteration. C++ relies on profilers to catch this; Nucleor surfaces it at compile time.	
NUM-010	Implicit narrowing of f64 literal to f32 may lose precision	An f64 literal assigned to an f32 binding is narrowed via `__nucleor_as_f32` at the bind site (Phase 5). For most literals this is exact; for values requiring more than 24 bits of mantissa precision (e.g. 0.1), the rounded f32 differs from the f64.	f64 → f32 narrowing rounds to nearest representable f32, which is exact for many literals (1.0, 0.5, 2.5) but loses precision on others (0.1, 1/3). The warning is informational.	
NUM-011	Overflow attribute conflicts with operation kind	`#[overflow(trap)]` on a function whose body uses `wrapping_add` is contradictory — wrapping_add is opt-in and won't trap regardless of the attribute. Pick one mode.	#[overflow(trap)] + wrapping_add inside the same fn produces inconsistent semantics — wrapping always wraps regardless of attribute. Refactor to use the matching primitive.	
NUM-012	Cast from pointer to non-pointer-width integer	Casting `*const T` or `*mut T` to a non-pointer-width int (i8/i16/i32) loses bits on 64-bit targets. Use `usize`/`isize` for round-trip-safe pointer-int conversions.	Pointer-int cast portability: 32-bit targets have 32-bit pointers; 64-bit targets have 64-bit pointers. Use usize/isize for round-trip safety; explicit i32/i64 risks losing bits on the wrong target.	
NUM-013	Vec<T> requires sized element type	`Vec<T>` requires T to be a primitive or sized struct. Generic / trait-object element types are not yet supported (lands with the Vec<T> monomorphization phase).	Vec<T> monomorphization (Phase 8) currently supports primitives + flat structs. Generic / trait-object element types need a vtable layer that lands later.	
NUM-014	sizeof_struct on unknown / generic struct	`sizeof_struct(Foo)` requires Foo to be a defined struct with non-generic field types. Phase 3b ships byte sizes for primitives + simple structs; nested generic structs land in 3b.2.	sizeof_struct is compile-time-constant; the struct must be statically known. Generic struct parameters (Vec<T> field of an outer struct) defer to runtime via a separate sizeof query.	
NUM-015	extern fn signature uses non-ABI-stable type	`extern fn` signatures should use ABI-stable C types: i8..i64 / u8..u64 / f32 / f64 / ptr / str. Nucleor-only types (Vec<T>, str, generics) are forwarded as i64 handles via FFI but won't link to native C.	ABI stability matters when other languages call into Nucleor-compiled libraries. Stick to the C-stable types; Vec / str / generics need a manual marshalling layer.	
NUM-016	Comparison between signed and unsigned of equal width	Comparing i32 < u32 risks sign mismatch — the negative i32 is interpreted as a giant u32. Cast one operand explicitly to make the intent visible.	Equal-width sign mismatch is the C 'comparing -1 to 0xFFFFFFFF' bug — the comparison silently sign-extends and yields wrong answers. Always cast first.	
NUM-017	Bitwise op on signed type may have surprising sign-extension	Bitwise ops on signed types preserve the sign bit on right shift (arithmetic shift). For unsigned semantics use `bit_shift_right` (logical); for sign-preserving use `bit_shift_right_signed`.	Right-shift on a signed integer preserves the sign bit (arithmetic shift). For -8 >> 1, you get -4 (arithmetic) or 0x7FFF...FC (logical). Pick the helper matching your intent.	
NUM-018	Float literal in integer context	A float literal (`3.14`) was used where an integer is expected. Either cast (`3.14 as i32`) or change the binding type to f32/f64.	Integer context expects an integer; a float literal there is almost always a typo. If you intended a truncating conversion, write it explicitly with `as`.	
NUM-019	Negative literal assigned to unsigned type	`let x: u8 = -1` doesn't fit in u8 (range 0..255). Use `255u8` (the wrap result) or change the type to i8 / i16.	Unsigned types can't represent negative values. -1u32 as a literal is rejected; (-1 as u32) compiles and gives u32::MAX (the wrap result).	
NUM-020	Mixed-width comparison without explicit cast	`let a: i32 = 5; let b: i64 = 6; if a < b { ... }` mixes widths. Cast one operand: `if (a as i64) < b { ... }`.	Mixed-width comparison forces a widening conversion. Make it explicit so the reader sees which operand is being widened and why.	
NUM-021	Integer literal or constant expression overflows at compile time	A decimal integer literal exceeds u64::MAX, or a module-level const integer expression overflows i64 during compile-time evaluation. Pre-fix these paths wrapped through compiler internals and either produced meaningless bits, runtime-startup panics, or confusing generated-IR failures.	For oversized literals, reduce the literal or use a wide-int library. For const expressions, use an explicit wrapping_* / saturating_* helper, reduce the value, or move the calculation to runtime if wrapping is intentional.	
NUM-022	Integer vs float in arithmetic/comparison binop	`5 < 5.0` mixes integer and float operands; pre-v0.4.137 this silently coerced and the comparison produced unexpected results. Cast one operand: `5.0 < 5.0` or `5 < (5.0 as i64)`.	Pre-v0.4.137 the compiler silently coerced int↔float at binop sites; user programs got wrong results because LLVM's fcmp on bit-cast operands compares bit patterns, not values. NUM-022 turns the silent miscompute into a compile-time error so the cast intent is explicit.	
NUM-023	Float / bool `as`-cast to `str` rejected	`(3.14 as str)` and `(true as str)` are not defined as numeric `as`-casts. Use `str_from_float` / `str_from_bool` (or format) instead.	`as` is for numeric truncation/extension. `f64 as str` and `bool as str` were silent no-ops that returned an undefined pointer (URGENT — could SIGSEGV). NUM-023 rejects the cast and points at `str_from_float` / `str_from_bool`.	
NUM-024	Cross-width call-site narrowing audit (opt-in via NUCLEOR_AUDIT_NUM024=1)	Opt-in audit warning. With `NUCLEOR_AUDIT_NUM024=1` set, the compiler reports every call site where a wider-typed argument flows into a narrower-typed param via Nucleor's i64-everywhere ABI. v0.4.230 closed the audit surface to 0/0 across self-build by widening str_from_int's signature; the audit remains as a regression gate.	Audit-only. Nucleor's call ABI forwards every value as i64 regardless of the param's declared type. v0.4.221's attempt to trunc-on-entry broke the compiler's self-build because `str_from_int(n: i32)` was called with i64 magnitudes; v0.4.230 widened that signature and the audit surface dropped to 0/0. NUM-024 is now a permanent regression gate — any new declared-iN param called with a wider source-level type fires the warning.	
MATCH-001	Non-exhaustive match	The match does not cover all variants of the matched type. The compiler shows a witness uncovered value.	The match must cover every variant of the discriminant type, or use a wildcard (_) arm. Compiler shows the missing case.	
MATCH-002	Unreachable match arm	An arm is preceded by patterns that already match every case it would handle.	Patterns are tested in order. A later arm cannot match if an earlier arm covers all values it would handle.	
MATCH-003	Type mismatch between match arms	Match arm bodies must produce the same type (or () in statement context).	All arms in a match expression must yield the same type. Cast or restructure to align.	
MATCH-004	? in a function not returning Result/Option	The ? operator desugars to a function-level early return; the function must return Result/Option for ? to type-check.	The ? operator desugars to `match e { Ok(v) => v, Err(e) => return Err(e) }`. The function must return Result (or Option for option-?) for the desugar to type-check.	
MATCH-005	? error type doesn't Into the function's error type	? converts the inner error via `From::from`. The compiler cannot find an impl mapping the source error type to the function's declared error type.	RFC-0016 §3.7 — implement `From<SourceError> for TargetError` (or use a single boxed error type). The ? desugar inserts the conversion automatically.	
MATCH-006	unwrap() in #[no_panic] function	unwrap() panics on Err/None. Use unwrap_or, ?, or match in #[no_panic] code.	Use unwrap_or, unwrap_or_else, ?, or match in #[no_panic] context. The compiler treats unwrap as may_panic.	
MATCH-007	Range pattern bounds in wrong order	Range patterns like `1..=5` require `low <= high`. The compiler refuses inverted bounds since they would never match.	RFC-0023 §3.1 — swap the bounds. Half-open ranges `1..5` exclude the upper bound and have the same restriction.	
MATCH-008	Or-pattern arms have different bindings	Or-patterns like `Some(x) | Other(x)` must bind the same set of names with the same types in every arm so the body type-checks identically.	RFC-0023 §3.2 — every alternative must bind the same names with compatible types. Restructure the patterns so each path produces an identical binding set.	
MATCH-009	Slice pattern overlaps	Slice patterns split a slice into prefix/middle/suffix. Two patterns claiming the same element are ambiguous and rejected.	RFC-0023 §3.4 — at most one wildcard prefix/middle/suffix per slice pattern. Restructure to a non-overlapping decomposition.	
MATCH-010	@-binding name collides with outer scope	An @-binding (e.g. `n @ 1..=5`) introduces a fresh name; using a name already in scope is rejected to prevent silent shadowing.	RFC-0023 §3.3 — pick a fresh identifier for the binding, or `let outer = outer;` to make shadowing explicit before the match.	
MATCH-011	Match arms produce values of incompatible types	Every arm of a match expression must yield the same concrete type (or unit `()` in statement context). Pre-v0.4.140 heterogeneous arms silently produced whichever value the runtime hit first, with the wrong type stored in the result slot — a runtime SIGSEGV class.	RFC-0023 §3.5 — restructure each arm to yield the same type. Use a common ancestor (often `i64`) or split the match into kind-specific branches that don't merge.	
MATCH-012	Struct pattern field after `:` must be an identifier (literal field-equality patterns deferred)	Struct patterns currently support only the binding form `Point { x, y }` and the rename form `Point { x: rename, y: rename }`. Field-equality literal patterns like `Point { x: 0, y: 0 }` are deferred to v0.5+. Express the same intent today with a guard: `Point { x, y } if x == 0 && y == 0 => ...`. Pre-v0.4.163 the parser fed the literal's raw value as a string-id binding, producing garbage that crashed codegen with an ACCESS VIOLATION.	RFC-0023 §3.6 — replace `Point { x: 0, y: 0 }` with `Point { x, y } if x == 0 && y == 0 => ...`. Field-equality literal patterns ship in v0.5+ once nested-pattern lowering is wired.	
MATCH-013	Float scrutinee or float-literal pattern in `match` is not supported	Float scrutinees (`match x { ... }` for x: f32/f64) and float-literal patterns (`1.5 => ...`) are not supported. Float equality is fragile: NaN ≠ NaN, and arithmetic round-off makes literal-equality unreliable. Pre-v0.4.206 the compiler crashed with ACCESS_VIOLATION (no diagnostic) on float-lit patterns or float-typed scrutinees. Use an `if`-chain with tolerance (`if (x - 1.5).abs() < 0.001 { ... }`) or convert via `(x * 100.0) as i32` to match on integer scaled values.	Float pattern matching is intentionally unsupported (NaN ≠ NaN; round-off drift). Use an `if`-chain with tolerance, OR convert the float to a scaled integer (`(x * 100.0) as i32`) and match on the integer. Pre-v0.4.206 the compiler crashed with ACCESS_VIOLATION on this construct; now halts with a clear MATCH-013.	
MATCH-014	Negative literal bounds in range patterns are not yet supported	Range patterns currently parse only non-negative integer literal bounds. A pattern such as `-10..=-1` tokenizes as unary minus plus integer literal at each bound, and that unary form is not part of the range-pattern grammar yet. The compiler now halts with MATCH-014 instead of falling through to the generic NR020 expected-token error.	Use a guard today: `_ if value >= -10 && value <= -1 => ...`, or shift the matched domain before matching so the range bounds are non-negative literals. Full negative-bound range parsing needs unary-minus support in pattern grammar.	
MATCH-015	Negative literal pattern in match arm not yet supported	Negative literal patterns (`-5 => ...`) are not yet parsed; the unary minus is read as an operator, not part of the literal pattern. Sister to MATCH-014's range-bound limitation. Use a guard for now: `_ if x == -5 => ...`.	Use a guard today: `_ if x == -5 => ...`. Full negative literal pattern parsing ships alongside MATCH-014's range-bound fix.	
MATCH-016	Cross-enum pattern: scrutinee enum type does not match constructor's enum type	A pattern's enum constructor (e.g. `Color::Red`) names a different enum type than the scrutinee. Pre-v1.0.1 (Lane 1 audit fix F-002) this miscompiled silently — `match a { B::On => ... }` for `a: A` would lower the B variant tag against A's vtable, returning whichever A variant happened to share the tag value. The check now fires when the scrutinee's enum type can be inferred.	Either name the matching enum constructor (e.g. `A::Red` for a scrutinee of type `A`) or restructure to dispatch over the actual scrutinee enum. Lane 1 audit close (F-002) wires the structural check; the diagnostic is gated on the type-checker having scrut_t populated for the match site.	
ASSUME-001	predicate not in analyzer's vocabulary	The assume! predicate uses an expression form the analyzer doesn't track for static reasoning. Runtime check still happens; static benefit is none.	RFC-0004 §3.2 lists the predicate vocabulary the analyzer understands: x < N, x != 0, arr.len() == N, opt.is_some(), result.is_ok(), equality substitution. Other predicates are accepted as runtime checks but contribute nothing to static analysis.	
ASSUME-002	assume_unchecked! used without justification	assume_unchecked! disables even the debug-mode runtime check. The warning surfaces a missing comment justifying the unsafety.	RFC-0004 §3.6 — assume_unchecked! is a footgun for extreme RT loops. Document why the runtime check is too costly to justify.	
ASSUME-003	assume! predicate is a tautology	The assume! predicate is true for all inputs (e.g., assume!(x == x) or assume!(true)). The runtime check is dead code; remove the assertion.	RFC-0004 §3.9 — the compiler simplified the predicate to TRUE; the assume! adds no information for the analyzer and the runtime check is dead code. Delete the assume!.	
ASSUME-004	assume! contradicts type-system fact	The assume! predicate is provably false from the type system (e.g., assume!(x < 0) for x: u32).	The compiler proved the predicate is unsatisfiable at this program point. The assume! is wrong.	
ASSUME-005	cert-profile: assume! not proven	In --profile=cert, every assume! must be discharged via SMT proof or explicit chain-of-trust. The verifier could neither prove nor refute this one.	RFC-0004 §3.1 — in --profile=cert every assume! must be discharged. The proof obligation goes to the SMT pipeline; if neither prove nor refute is reached the cert build fails. Add a justification comment, derive the predicate from a stronger fact in scope, or weaken the assume.	
UNIT-001	Add/sub mismatched dimensions	Adding/subtracting unit<T,m> and unit<T,s> is dimensionally invalid. Convert one to the other or use multiplication.	RFC-0005 §3.1 — units form a 7-dimensional polynomial. Add/sub require equal dimensions; mul/div produce sums/differences of dimension exponents.	
UNIT-002	Implicit unit conversion attempted	Implicit unit conversion is forbidden by RFC-0005. Use explicit .into() or From::from to cross unit systems.	RFC-0005 §3.4 — silent unit conversions are exactly the bug class typed units exist to prevent.	
UNIT-003	Power expression is non-integer at compile time	Unit exponents must resolve to integers at compile time. e.g. m^2 is fine but m^x where x is runtime is not.	RFC-0005 §3.1 — unit exponents must be compile-time integer constants (positive or negative). Runtime-computed powers don't form a valid unit type. Refactor to use a fixed exponent or wrap in a dimensionless helper.	
UNIT-004	Unknown unit alias	Unknown unit alias. Check stdlib/rods/units_si.nr or units_imperial.nr.	RFC-0005 §3.3 — alias library lives in stdlib/rods/units_si.nr (SI), units_imperial.nr, units_robotics.nr.	
UNIT-005	Dimensional inconsistency in @law annotation	An @law annotation references quantities whose unit dimensions don't reduce — e.g. claiming a force-times-time equals a length.	RFC-0005 — @law annotations carry through unit checking. If the LHS and RHS of the law reduce to different unit dimensions the law is dimensionally wrong; review the law's algebra.	
CONTRACT-001	Require violation	A #[require(...)] precondition was violated by the caller. Caller must satisfy the predicate before the call.	RFC-0006 §3.2 — #[require] is checked at the call site (debug profile) or assumed (release). Either fix the call or relax the require.	
CONTRACT-002	Ensure violation	A #[ensure(...)] postcondition was violated by the function body. Body must produce a result matching the predicate.	RFC-0006 §3.3 — #[ensure] is checked at function exit. The function returned a value or modified state in a way that violated the contract.	
CONTRACT-003	Invariant violation	A #[invariant(...)] struct invariant was violated on method entry or exit.	RFC-0006 §3.4 — invariants checked on entry to + exit from every public method. Either restore the invariant before the method ends or weaken the invariant.	
CONTRACT-004	Trait impl weakens precondition (Liskov)	Liskov substitution: a trait impl cannot weaken the trait's preconditions. Add the missing #[require] to the impl.	RFC-0006 §3.5 — Liskov substitution principle. Trait impls cannot weaken preconditions; the impl must satisfy at least the trait's #[require].	
CONTRACT-005	Trait impl strengthens postcondition (Liskov)	Liskov substitution: a trait impl cannot strengthen the trait's postconditions either. The impl must guarantee at least what the trait promised.	RFC-0006 §3.5 — the dual of CONTRACT-004. An impl that promises strictly more than the trait breaks substitutability when callers swap the impl through a trait object. Match the trait's #[ensure] verbatim or weaken.	
CONTRACT-006	old(expr) references mutable state without snapshot	old(expr) reads the value at function entry; if expr was mutated by the body, take an explicit snapshot at entry first.	RFC-0006 §3.3 — old(expr) snapshots the value at function entry. If expr was mutated by the body, old(...) sees the post-mutation value because no entry snapshot was taken. Capture explicitly: `let _entry_x = x; ... old(x) = _entry_x;`.	
CONTRACT-007	In cert profile, contract not statically provable	In --profile=cert, every contract must be statically discharged. The SMT backend could not prove the predicate; tighten or annotate.	RFC-0006 — in --profile=cert, every contract is SMT-discharged. The solver could not prove the predicate. Strengthen the require/ensure with an additional clause that closes the gap, or annotate `#[contract(approximate)]` to fall back to runtime check.	
CONTRACT-008	result referenced in void-fn ensure	A #[ensure(...)] predicate references result, but the annotated function returns no value.	Remove `result` from the ensure predicate, or give the function a concrete return type if the contract is meant to constrain the returned value.	
CONTRACT-009	Invalid NUCLEOR_DBC_MODE value	NUCLEOR_DBC_MODE must be one of debug, safe-release, release, or cert.	Unset NUCLEOR_DBC_MODE for debug behavior, or set it explicitly to debug, safe-release, release, or cert.	
CONTRACT-010	old(expr) used in require precondition	old(...) snapshots function-entry state and is only meaningful in postconditions, not preconditions.	Move the old(...) check into #[ensure(...)] or compare directly against the incoming parameter in #[require(...)].	
CONTRACT-011	Undefined identifier in contract predicate	A contract predicate references an identifier that is not a fn parameter, DbC keyword (true/false/null/Some/None/Ok/Err/result/old/self), CamelCase type or variant name, or fn call site.	Check spelling of the identifier; rewrite the predicate to compare against a fn parameter; or qualify with a path / fn-call / field-access if it's actually a module-level reference.	
ATOMIC-001	Blocking call inside #[atomic] function	#[atomic] functions cannot block. Mutex::lock, Channel::recv, sleep, or syscalls are forbidden. Use lock-free structures (SpscQueue, MpmcQueue) or Atomic<T>.	RFC-0007 §3.3 — #[atomic] is the inter-thread RT contract. Use Atomic<T> ops, SpscQueue/MpmcQueue.try_push/try_pop, and avoid all blocking primitives.	
ATOMIC-002	Allocating call inside #[atomic] function	#[atomic] implies #[no_alloc]. See RT-001 explanation.	RFC-0007 §3.3 — see RT-001.	
ATOMIC-003	Use of Cell/RefCell in #[atomic]	Cell/RefCell carry runtime borrow checks that can panic; #[atomic] forbids panicking control flow. Use Atomic<T> primitives instead.	RFC-0007 — Cell/RefCell rely on runtime borrow tracking that may panic; #[atomic] forbids panicking flow because it would break atomicity guarantees. Replace with Atomic<T> or AtomicCell<T>.	
ATOMIC-004	Mismatched orderings in compare_exchange	compare_exchange takes (success, failure) orderings; failure must not be stronger than success and not Release/AcqRel. The compiler enforces the ordering lattice.	RFC-0007 §3.2 — compare_exchange takes (success_ordering, failure_ordering); failure cannot be stronger than success and cannot be Release/AcqRel (since failure does not perform a write). Compiler enforces the ordering lattice as defined by the C++/Rust memory model.	
ATOMIC-005	Invalid memory ordering for atomic load/store	atomic_load accepts Relaxed, Acquire, or SeqCst. atomic_store accepts Relaxed, Release, or SeqCst. Acquire stores and Release loads are invalid memory-model combinations.	RFC-0007 §3.2 maps MemOrder to LLVM atomic ordering keywords. LLVM rejects release/acq_rel loads and acquire/acq_rel stores; use Acquire/SeqCst for loads and Release/SeqCst for stores.	
ATOMIC-006	Atomic helper inside closure is temporarily unsupported	Closure lowering does not yet inherit the parent function's enum-variant scope for atomic memory-order constants.	Call the atomic helper directly from a regular function body instead of wrapping it in a closure until closure scope inheritance lands.	
ISR-001	#[isr] function must be fn() -> void	An ISR is entered by hardware, so the first pass accepts only a zero-argument void function. Move data exchange through atomics or static state.	RFC-0008 first pass — hardware-entered handlers must be `fn() -> void` with no params and no return value.	
ISR-002	#[isr] cannot be combined with #[deadline]	Deadline wrappers measure wall-time function calls. ISR latency is target interrupt timing, so #[deadline] composition is rejected.	RFC-0008 first pass — `#[isr]` rejects `#[deadline]`; use ISR-specific latency/vector tooling instead of deadline wrappers.	
ISR-003	Target does not support #[isr] yet	The current ISR lowering substrate recognizes cortex-m4f and rv32imac. Other targets must wait for a target-specific interrupt ABI ship.	RFC-0008 first pass — target-specific interrupt calling conventions are enabled only for cortex-m4f and rv32imac; other targets fail closed.	
ISR-004	Vector name not recognized for target	The vector name in #[isr(vector = ...)] does not match this target's PAC. Check stdlib/embedded/<target>/vectors.nr for the valid set.	RFC-0008 §3.1 — vector names are target-specific. The PAC for your MCU is in stdlib/embedded/<target>/vectors.nr.	
ISR-005	Two ISRs assigned to the same vector	Two #[isr] functions claim the same vector. The vector table can only bind one — combine them or distinguish the priorities.	RFC-0008 §3.3 — the vector table maps each interrupt source to exactly one handler. Two #[isr]'s claiming the same vector is ambiguous; either combine them, or use a software dispatch shim.	
ISR-006	Priority out of range for target NVIC	Cortex-M NVIC priorities range 0..2^N where N depends on the chip (typically 3–4). The supplied priority is out of range.	RFC-0008 §3.1 — Cortex-M NVIC priority bit-width varies (typically 3 or 4 bits = 8 or 16 priority levels). Check stdlib/embedded/<target>/nvic.nr for your chip's priority range.	
ISR-007	Malformed prio attribute (negative / string / missing value)	The `prio` named attribute inside #[isr(prio = N)] requires a non-negative integer literal. Pre-v0.6.32 negative-int / string-literal / bare-ident were silently accepted with undefined effect on the target controller.	v0.6.32 — `#[isr(prio = N)]` requires N to be a non-negative integer literal. Pre-fix the prio attribute parser silently accepted negative-int (`-1`), string-literal (`\"high\"`), and missing-value (bare `prio`) shapes; v0.6.32 catches them at the attribute site.	
ISR-008	#[isr] applied to a non-fn item	#[isr] is meaningful only on fn items. Pre-v0.6.31 it was silently dropped on non-fn items (struct/enum/impl/trait/mod/use/const/static/type) AND leaked to the next fn, surfacing as a misleading ISR-001 diag pointing at the wrong fn.	v0.6.31 — `#[isr]` may only be applied to fn items. Pre-fix the attribute was silently dropped on non-fn items AND leaked to the next fn in the file, producing a misleading ISR-001 diag pointing at the wrong fn (typically `main`). Originally shipped under ISR-004; renamed to ISR-008 in v0.6.32 because ISR-004 is reserved for the planned 'vector name not recognized' diag (RFC-0008 §3.1).	
WCET-001	#[deadline] function uses dynamic dispatch	Heptane needs a static call graph; dyn Trait or fn-pointers without #[wcet_dispatch_table] make targets unknown. Make the dispatch concrete or annotate the table.	RFC-0009 §3.5 — Heptane needs a static call graph. dyn Trait or fn-pointer dispatch makes the callee unknown. Either rewrite as monomorphized static dispatch or annotate with #[wcet_dispatch_table(...)] listing the candidate targets.	
WCET-002	Loop bound unknown	Add #[loop_bound(N)] or assume!(arr.len() == N) so Heptane can bound the loop.	RFC-0009 §3.2 — Heptane needs trip counts to bound loops. Annotate the loop with #[loop_bound(N)] or assert the array length with assume!(arr.len() == N) before entering.	
WCET-003	WCET exceeds declared deadline	Static WCET upper bound exceeds the declared deadline. See the WCET report for the dominant cost path.	RFC-0009 §3.3 — static WCET upper bound exceeds the declared deadline. The diagnostic shows the dominant cost path. Reduce loop bounds, simplify hot expressions, or relax the deadline.	
WCET-004	Indirect-call bound unknown	Indirect call (function pointer / closure) without a declared dispatch table — Heptane cannot bound the callee. Annotate or rewrite as static dispatch.	RFC-0009 §3.5 — same root cause as WCET-001 but specifically for fn pointers stored in a struct field or passed as an argument. Provide a #[wcet_dispatch_table] for the fn-pointer site.	
WCET-005	Recursive call exceeds #[max_depth]	Recursion in the WCET graph exceeds the #[max_depth] bound. Either raise the bound or refactor to iteration.	RFC-0009 + RFC-0014 — Heptane unrolls recursive calls up to #[max_depth]; if the analysis exceeds the bound, raise it (paying for the WCET cost) or eliminate the recursion.	
WCET-006	Heptane analysis failed (internal tool error)	Heptane crashed or returned an internal error. File a bug with the IL dump from `nuc dump --wcet-il`.	RFC-0009 — internal Heptane error. Re-run with `nuc dump --wcet-il -o /tmp/wcet.il` and file a bug attaching the IL dump.	
DLPACK-001	Unsupported device	DLPack tensor's device kind doesn't map to any device this Nucleor build supports. Check the supported set with `nuc target list`.	RFC-0010 §3.3 — DLPack defines device kinds (1=CPU, 2=CUDA, 3=CPUPinned, 4=OpenCL, ...). Nucleor binds the subset its target supports. Re-export with kind=1 (CPU) or recompile against a target that includes the device.	
DLPACK-002	Unsupported dtype	DLPack dtype field doesn't match a Nucleor numeric type. Check RFC-0010 §3.4 for the supported codes.	RFC-0010 §3.4 — DLPack dtype is a (code, bits, lanes) triple. Code 0=Int, 1=UInt, 2=Float, 3=BFloat, 4=Complex, 5=Bool. The supplied combination doesn't map to a Nucleor numeric type.	
DLPACK-003	Shape mismatch	Tensor's runtime shape doesn't match the static shape declared on the import side. Reshape upstream or relax the static shape.	RFC-0010 §3.2 — bind sites can carry static shapes via Tensor<Shape>. The runtime-discovered shape must agree, or upstream must reshape.	
DLPACK-004	Non-contiguous tensor and no copy requested	DLPack tensor's strides don't match a contiguous layout. Pass copy_on_import=true or contiguify upstream.	RFC-0010 §3.5 — DLPack tensors expose strides; if not contiguous and copy_on_import is false, Nucleor refuses (a copy would be unexpected). Either pass copy_on_import=true or contiguify upstream (np.ascontiguousarray, .contiguous(), etc.).	
DLPACK-005	DLPack version too old	DLPack ABI version on the wire is older than this build supports. Upgrade the producer.	RFC-0010 §3.1 — DLPack's struct layout has versioned. The producer is on an older ABI than this Nucleor build. Upgrade the producer.	
CXX-001	C++ header not found	#[cxx_include] points at a header that doesn't resolve under any --include-path. Add the path or relocate the header.	RFC-0011 §3.1 — #[cxx_include(\"...\")] resolves under --include-path / NUCLEOR_CXX_INCLUDE_PATH. Add the path or move the header.	
